asset_order,asset_id,asset_type,source_id,source_type,field_order,field,role,relative_path,validation_status
10,table_05_statistical_analysis,table,phase7_posthoc_verified,csv,7,paired_rank_biserial_improvement,Verified post-hoc comparisons,results/v2/audit/phase7_statistical_posthoc_verified_v3_2.csv,passed
10,table_05_statistical_analysis,table,phase7_posthoc_verified,csv,8,exact_two_sided_p_raw,Verified post-hoc comparisons,results/v2/audit/phase7_statistical_posthoc_verified_v3_2.csv,passed
10,table_05_statistical_analysis,table,phase7_posthoc_verified,csv,9,Holm_adjusted_p,Verified post-hoc comparisons,results/v2/audit/phase7_statistical_posthoc_verified_v3_2.csv,passed
10,table_05_statistical_analysis,table,phase7_posthoc_verified,csv,10,Holm_reject_alpha_0_05,Verified post-hoc comparisons,results/v2/audit/phase7_statistical_posthoc_verified_v3_2.csv,passed
10,table_05_statistical_analysis,table,phase7_summary,json,1,omnibus_analysis_count,Statistical interpretation,results/v2/audit/phase7_statistical_analysis_summary_v3_2.json,passed
10,table_05_statistical_analysis,table,phase7_summary,json,2,posthoc_comparison_count,Statistical interpretation,results/v2/audit/phase7_statistical_analysis_summary_v3_2.json,passed
10,table_05_statistical_analysis,table,phase7_summary,json,3,confirmatory_omnibus_rejections_nominal,Statistical interpretation,results/v2/audit/phase7_statistical_analysis_summary_v3_2.json,passed
10,table_05_statistical_analysis,table,phase7_summary,json,4,exploratory_omnibus_rejections_nominal,Statistical interpretation,results/v2/audit/phase7_statistical_analysis_summary_v3_2.json,passed
10,table_05_statistical_analysis,table,phase7_summary,json,5,confirmatory_posthoc_Holm_rejections,Statistical interpretation,results/v2/audit/phase7_statistical_analysis_summary_v3_2.json,passed
10,table_05_statistical_analysis,table,phase7_summary,json,6,exploratory_posthoc_Holm_rejections,Statistical interpretation,results/v2/audit/phase7_statistical_analysis_summary_v3_2.json,passed
10,table_05_statistical_analysis,table,phase7_summary,json,7,minimum_raw_posthoc_p,Statistical interpretation,results/v2/audit/phase7_statistical_analysis_summary_v3_2.json,passed
10,table_05_statistical_analysis,table,phase7_summary,json,8,minimum_Holm_adjusted_p,Statistical interpretation,results/v2/audit/phase7_statistical_analysis_summary_v3_2.json,passed
10,table_05_statistical_analysis,table,phase7_summary,json,9,small_sample_interpretation,Statistical interpretation,results/v2/audit/phase7_statistical_analysis_summary_v3_2.json,passed
11,table_06_robustness_results,table,phase11_all_runs,csv,1,model_id,All robustness evaluations,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_all_runs_v3_3.csv,passed
11,table_06_robustness_results,table,phase11_all_runs,csv,2,condition_id,All robustness evaluations,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_all_runs_v3_3.csv,passed
11,table_06_robustness_results,table,phase11_all_runs,csv,3,condition_family,All robustness evaluations,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_all_runs_v3_3.csv,passed
11,table_06_robustness_results,table,phase11_all_runs,csv,4,severity,All robustness evaluations,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_all_runs_v3_3.csv,passed
11,table_06_robustness_results,table,phase11_all_runs,csv,5,fingerprint_macro_f1,All robustness evaluations,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_all_runs_v3_3.csv,passed
11,table_06_robustness_results,table,phase11_all_runs,csv,6,raw_weighted_macro_f1,All robustness evaluations,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_all_runs_v3_3.csv,passed
11,table_06_robustness_results,table,phase11_all_runs,csv,7,macro_f1_drop_from_model_clean,All robustness evaluations,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_all_runs_v3_3.csv,passed
11,table_06_robustness_results,table,phase11_all_runs,csv,8,severe_fragility,All robustness evaluations,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_all_runs_v3_3.csv,passed
11,table_06_robustness_results,table,phase11_all_runs,csv,9,material_sensitivity,All robustness evaluations,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_all_runs_v3_3.csv,passed
11,table_06_robustness_results,table,phase11_summary,json,1,model_summaries,Robustness interpretation,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_summary_v3_3.json,passed
11,table_06_robustness_results,table,phase11_summary,json,2,severe_fragility_evaluation_count,Robustness interpretation,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_summary_v3_3.json,passed
11,table_06_robustness_results,table,phase11_summary,json,3,material_sensitivity_evaluation_count,Robustness interpretation,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_summary_v3_3.json,passed
11,table_06_robustness_results,table,phase11_summary,json,4,model_retraining_performed,Robustness interpretation,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_summary_v3_3.json,passed
11,table_06_robustness_results,table,phase11_summary,json,5,test_used_for_model_selection,Robustness interpretation,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_summary_v3_3.json,passed
11,table_06_robustness_results,table,phase11_summary,json,6,final_model_changed,Robustness interpretation,results/v2/phase11_input_robustness_v3_3/phase11_input_robustness_summary_v3_3.json,passed
12,table_07_reproducibility_release,table,phase8_final_model_lock,json,1,selected_model_family,Selection reproducibility,results/v2/audit/phase8_final_model_family_locked_v3_2.json,passed
12,table_07_reproducibility_release,table,phase8_final_model_lock,json,2,sensitivity_profile_selections,Selection reproducibility,results/v2/audit/phase8_final_model_family_locked_v3_2.json,passed
12,table_07_reproducibility_release,table,phase8_final_model_lock,json,3,weighted_score_used,Selection reproducibility,results/v2/audit/phase8_final_model_family_locked_v3_2.json,passed
12,table_07_reproducibility_release,table,phase8_final_model_lock,json,4,pairwise_p_value_used_as_gate,Selection reproducibility,results/v2/audit/phase8_final_model_family_locked_v3_2.json,passed
12,table_07_reproducibility_release,table,phase8_final_model_lock,json,5,single_seed_checkpoint_selected,Selection reproducibility,results/v2/audit/phase8_final_model_family_locked_v3_2.json,passed
12,table_07_reproducibility_release,table,phase9_artifact_lock,json,1,model_family,Artifact reproducibility,results/v2/audit/phase9_final_deployment_artifact_locked_v3_2.json,passed
12,table_07_reproducibility_release,table,phase9_artifact_lock,json,2,canonical_seed,Artifact reproducibility,results/v2/audit/phase9_final_deployment_artifact_locked_v3_2.json,passed
12,table_07_reproducibility_release,table,phase9_artifact_lock,json,3,class_labels_in_output_index_order,Artifact reproducibility,results/v2/audit/phase9_final_deployment_artifact_locked_v3_2.json,passed
12,table_07_reproducibility_release,table,phase9_artifact_lock,json,4,source_bundle_checkpoint_exact,Artifact reproducibility,results/v2/audit/phase9_final_deployment_artifact_locked_v3_2.json,passed
12,table_07_reproducibility_release,table,phase9_artifact_lock,json,5,source_bundle_outputs_exact,Artifact reproducibility,results/v2/audit/phase9_final_deployment_artifact_locked_v3_2.json,passed
12,table_07_reproducibility_release,table,phase9_artifact_lock,json,6,serialization_roundtrip_exact,Artifact reproducibility,results/v2/audit/phase9_final_deployment_artifact_locked_v3_2.json,passed
12,table_07_reproducibility_release,table,phase9_artifact_lock,json,7,validation_data_access,Artifact reproducibility,results/v2/audit/phase9_final_deployment_artifact_locked_v3_2.json,passed
12,table_07_reproducibility_release,table,phase9_artifact_lock,json,8,test_data_access,Artifact reproducibility,results/v2/audit/phase9_final_deployment_artifact_locked_v3_2.json,passed
12,table_07_reproducibility_release,table,phase10_release_lock,json,1,release_name,Release integrity,results/v2/audit/phase10_release_archive_locked_v3_3.json,passed
12,table_07_reproducibility_release,table,phase10_release_lock,json,2,payload_file_count,Release integrity,results/v2/audit/phase10_release_archive_locked_v3_3.json,passed
12,table_07_reproducibility_release,table,phase10_release_lock,json,3,archive_file_count,Release integrity,results/v2/audit/phase10_release_archive_locked_v3_3.json,passed
12,table_07_reproducibility_release,table,phase10_release_lock,json,4,release_directory_tree_sha256,Release integrity,results/v2/audit/phase10_release_archive_locked_v3_3.json,passed
12,table_07_reproducibility_release,table,phase10_release_lock,json,5,zip_archive_sha256,Release integrity,results/v2/audit/phase10_release_archive_locked_v3_3.json,passed
12,table_07_reproducibility_release,table,phase10_release_lock,json,6,deterministic_rebuild_exact,Release integrity,results/v2/audit/phase10_release_archive_locked_v3_3.json,passed
12,table_07_reproducibility_release,table,phase10_release_lock,json,7,raw_dataset_included,Release integrity,results/v2/audit/phase10_release_archive_locked_v3_3.json,passed
12,table_07_reproducibility_release,table,phase10_release_lock,json,8,processed_dataset_included,Release integrity,results/v2/audit/phase10_release_archive_locked_v3_3.json,passed
12,table_07_reproducibility_release,table,phase10_release_lock,json,9,nonselected_checkpoints_included,Release integrity,results/v2/audit/phase10_release_archive_locked_v3_3.json,passed
12,table_07_reproducibility_release,table,phase11_lock,json,1,model_retraining_performed,Post-selection robustness integrity,results/v2/audit/phase11_input_robustness_locked_v3_3.json,passed
12,table_07_reproducibility_release,table,phase11_lock,json,2,test_used_for_model_selection,Post-selection robustness integrity,results/v2/audit/phase11_input_robustness_locked_v3_3.json,passed
12,table_07_reproducibility_release,table,phase11_lock,json,3,final_model_changed,Post-selection robustness integrity,results/v2/audit/phase11_input_robustness_locked_v3_3.json,passed
12,table_07_reproducibility_release,table,phase11_lock,json,4,phase11_locked,Post-selection robustness integrity,results/v2/audit/phase11_input_robustness_locked_v3_3.json,passed
